used_ai_type,other_ai_type,suitability_choice,reason,difficulty_rating,has_comparison,session_id
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,683
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,684
Similar,Complementary,,,Orta,False,685
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,686
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,687
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,688
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,689
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,690
Complementary,Similar,,,Kolay,False,691
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,692
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,693
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,694
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,695
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,696
Similar,Complementary,,,Orta,False,697
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Zor,True,698
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,699
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,700
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,701
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,702
Similar,Complementary,,,Kolay,False,703
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,704
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,705
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,706
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,707
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,708
Complementary,Similar,,,Orta,False,709
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,710
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,711
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,712
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,713
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,714
Complementary,Similar,,,Orta,False,715
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,716
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,717
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,718
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,719
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,720
Complementary,Similar,,,Kolay,False,721
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,722
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,723
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,724
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,725
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,726
Complementary,Similar,,,Orta,False,727
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,728
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,729
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,730
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,731
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,732
Similar,Complementary,,,Kolay,False,733
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,734
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,735
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,736
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,737
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,738
Similar,Complementary,,,Orta,False,739
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,740
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,741
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,742
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,743
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,744
Complementary,Similar,,,Orta,False,745
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,746
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,747
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,748
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,749
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,750
Similar,Complementary,,,Zor,False,751
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,752
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,753
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,754
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,755
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,756
Complementary,Similar,,,Zor,False,757
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,758
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,759
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,760
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,761
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,762
Complementary,Similar,,,Zor,False,763
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,764
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,765
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,766
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Zor,True,767
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,768
Complementary,Similar,,,Orta,False,769
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,770
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,771
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,772
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,773
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,774
Similar,Complementary,,,Zor,False,775
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,776
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,777
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,778
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,779
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,780
Similar,Complementary,,,Zor,False,781
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,782
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,783
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,784
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,785
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,786
Complementary,Similar,,,Zor,False,787
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,788
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,789
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,790
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,791
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,792
Similar,Complementary,,,Orta,False,793
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,794
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,795
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,796
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,797
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,798
Complementary,Similar,,,Kolay,False,799
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,800
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,801
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,802
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,803
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,804
Similar,Complementary,,,Zor,False,805
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,806
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,807
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,808
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,809
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,810
Complementary,Similar,,,Orta,False,811
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,812
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,813
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,814
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,815
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,816
Complementary,Similar,,,Orta,False,817
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,818
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,819
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,820
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,821
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,822
Complementary,Similar,,,Zor,False,823
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,824
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,825
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,826
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,827
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,828
Similar,Complementary,,,Orta,False,829
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,830
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,831
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,832
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,833
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,834
Similar,Complementary,,,Orta,False,835
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,836
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,837
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,838
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,839
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,840
Similar,Complementary,,,Zor,False,841
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,842
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,843
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,844
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,845
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,846
Complementary,Similar,,,Orta,False,847
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,848
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,849
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,850
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,851
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,852
Similar,Complementary,,,Orta,False,853
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,854
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,855
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,856
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,857
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,858
Similar,Complementary,,,Orta,False,859
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,860
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,861
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,862
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,863
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,864
Similar,Complementary,,,Zor,False,865
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,866
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,867
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,868
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,869
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,870
Similar,Complementary,,,Zor,False,871
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,872
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,873
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,874
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,875
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,876
Similar,Complementary,,,Zor,False,877
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,878
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,879
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,880
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,881
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,882
Similar,Complementary,,,Kolay,False,883
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,884
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,885
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,886
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,887
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,888
Similar,Complementary,,,Orta,False,889
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,890
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,891
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,892
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,893
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,894
Similar,Complementary,,,Zor,False,895
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,896
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,897
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,898
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,899
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,900
